property_id,listing_type,property_type,neighborhood,town,bedrooms,bathrooms,parking_spaces,floor_size_sqm,land_size_acres,year_built,floor_number,condition,furnishing,has_swimming_pool,has_gym,has_borehole,has_backup_generator,has_security,has_garden,is_gated_community,distance_to_cbd_km,location_tier,price_ksh
710,For Rent,Bungalow,Ruaka,Nairobi,4,3,2,165,0.202,1994,0,New,Unfurnished,0,0,1,0,1,1,0,16.0,mid,32000
711,For Rent,Townhouse,Ruaka,Nairobi,5,4,3,155,,2004,0,Excellent,Furnished,0,0,0,0,1,0,0,16.0,mid,72000
713,For Rent,Townhouse,Ruaka,Nairobi,3,2,3,128,,2005,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,16.0,mid,66000
714,For Rent,Bungalow,Ruaka,Nairobi,4,3,1,207,0.568,2011,0,New,Semi-Furnished,0,0,0,0,1,1,0,16.0,mid,66000
716,For Rent,Apartment,Ruaka,Nairobi,3,2,2,174,,1991,1,Excellent,Semi-Furnished,0,0,0,0,1,0,0,16.0,mid,40000
719,For Rent,Townhouse,Ruaka,Nairobi,3,2,3,148,,2015,0,New,Furnished,0,0,0,0,1,0,0,16.0,mid,67000
722,For Rent,Apartment,Ruaka,Nairobi,2,2,2,65,,2014,8,Fair,Semi-Furnished,0,0,0,0,0,0,0,16.0,mid,48000
723,For Rent,Townhouse,Ruaka,Nairobi,3,2,3,104,,2020,0,Good,Semi-Furnished,0,0,1,0,1,0,0,16.0,mid,44000
731,For Rent,Townhouse,Ruaka,Nairobi,5,4,2,132,,1994,0,Good,Unfurnished,0,0,1,0,1,0,0,16.0,mid,55000
733,For Rent,Bungalow,Ruaka,Nairobi,5,4,2,227,0.542,2020,0,New,Furnished,0,0,0,0,0,1,0,16.0,mid,59000
734,For Rent,Apartment,Ruaka,Nairobi,2,2,2,96,,2021,0,New,Unfurnished,0,0,0,0,1,0,0,16.0,mid,39000
737,For Rent,Bungalow,Ruaka,Nairobi,3,3,2,133,0.186,2024,0,Good,Furnished,0,0,1,0,0,1,0,16.0,mid,76000
739,For Rent,Apartment,Ruaka,Nairobi,3,3,1,138,,1997,14,Good,Unfurnished,0,0,1,0,1,0,0,16.0,mid,46000
740,For Rent,Maisonette,Runda,Nairobi,5,4,2,302,1.488,2011,0,Excellent,Semi-Furnished,1,0,1,1,1,1,1,16.0,premium,255000
741,For Rent,Bungalow,Runda,Nairobi,3,2,2,154,0.554,2011,0,Good,Unfurnished,1,1,0,1,1,1,1,16.0,premium,306000
742,For Rent,Townhouse,Runda,Nairobi,3,2,2,151,,1992,0,New,Unfurnished,0,1,1,1,0,0,0,16.0,premium,254000
743,For Rent,Townhouse,Runda,Nairobi,3,2,3,134,,2007,0,Excellent,Unfurnished,0,0,1,1,1,0,1,16.0,premium,249000
746,For Rent,Villa,Runda,Nairobi,5,5,2,241,0.147,2013,0,Excellent,Unfurnished,1,0,1,1,0,1,1,16.0,premium,260000
748,For Rent,Maisonette,Runda,Nairobi,5,5,2,164,0.181,2008,0,Fair,Furnished,0,0,1,1,1,1,1,16.0,premium,280000
749,For Rent,Townhouse,Runda,Nairobi,4,3,2,169,,1997,0,Excellent,Unfurnished,1,0,0,1,0,0,1,16.0,premium,342000
753,For Rent,Maisonette,Runda,Nairobi,4,3,2,129,0.506,2016,0,Excellent,Semi-Furnished,1,1,0,1,1,1,0,16.0,premium,408000
755,For Rent,Townhouse,Runda,Nairobi,3,2,3,122,,2002,0,Excellent,Semi-Furnished,1,1,1,1,1,0,1,16.0,premium,205000
757,For Rent,Bungalow,Runda,Nairobi,4,3,3,108,0.485,1999,0,Excellent,Unfurnished,0,0,0,0,1,1,0,16.0,premium,214000
759,For Rent,Bungalow,Runda,Nairobi,4,3,1,122,0.44,1994,0,Excellent,Unfurnished,0,0,1,1,1,1,1,16.0,premium,273000
760,For Rent,Bungalow,Runda,Nairobi,4,3,3,95,0.188,2023,0,Good,Unfurnished,1,1,1,0,1,1,1,16.0,premium,204000
761,For Rent,Bungalow,Runda,Nairobi,3,3,3,128,0.242,1999,0,Good,Semi-Furnished,0,0,1,1,1,1,1,16.0,premium,253000
763,For Rent,Maisonette,Runda,Nairobi,4,3,3,217,0.536,2002,0,Good,Unfurnished,0,0,0,1,1,1,1,16.0,premium,311000
764,For Rent,Villa,Runda,Nairobi,5,4,1,123,0.959,2012,0,Good,Semi-Furnished,0,0,0,1,1,1,0,16.0,premium,306000
765,For Rent,Maisonette,Runda,Nairobi,5,4,1,123,1.009,1993,0,New,Semi-Furnished,0,0,0,0,1,1,0,16.0,premium,474000
766,For Rent,Bungalow,Runda,Nairobi,4,3,3,167,1.517,2017,0,Fair,Semi-Furnished,1,0,1,1,1,1,1,16.0,premium,255000
769,For Rent,Villa,Runda,Nairobi,6,5,3,255,0.35,1995,0,Excellent,Unfurnished,0,0,1,1,1,1,1,16.0,premium,547000
773,For Rent,Villa,Runda,Nairobi,5,5,1,205,1.03,1994,0,New,Unfurnished,1,0,0,1,1,1,0,16.0,premium,334000
776,For Rent,Bungalow,South B,Nairobi,4,3,3,187,1.094,2010,0,Excellent,Semi-Furnished,0,0,0,0,1,1,0,6.0,mid,83000
777,For Rent,Apartment,South B,Nairobi,3,3,1,134,,1999,15,Excellent,Furnished,0,0,0,0,0,0,0,6.0,mid,80000
784,For Rent,Bungalow,South B,Nairobi,5,5,1,230,0.439,1995,0,Excellent,Furnished,0,0,0,0,1,1,0,6.0,mid,110000
786,For Rent,Apartment,South B,Nairobi,1,1,1,57,,2016,13,New,Semi-Furnished,0,0,0,0,1,0,0,6.0,mid,75000
787,For Rent,Bungalow,South B,Nairobi,3,3,2,139,0.258,2009,0,Good,Furnished,0,0,1,0,1,1,0,6.0,mid,72000
788,For Rent,Apartment,South B,Nairobi,2,1,2,84,,2010,4,New,Furnished,0,0,0,0,1,0,0,6.0,mid,93000
790,For Rent,Bungalow,South B,Nairobi,3,2,3,150,0.153,1999,0,Excellent,Semi-Furnished,0,0,1,0,1,1,0,6.0,mid,81000
791,For Rent,Apartment,South B,Nairobi,1,1,2,75,,1996,10,New,Semi-Furnished,0,0,1,0,0,0,0,6.0,mid,79000
792,For Rent,Apartment,South B,Nairobi,3,2,1,127,,2006,11,Fair,Semi-Furnished,0,0,1,0,1,0,0,6.0,mid,60000
795,For Rent,Apartment,South B,Nairobi,2,1,0,83,,2018,4,Good,Unfurnished,0,0,0,0,1,0,0,6.0,mid,39000
796,For Rent,Apartment,South B,Nairobi,3,3,2,166,,1994,14,New,Furnished,0,0,1,0,1,0,0,6.0,mid,73000
797,For Rent,Apartment,South B,Nairobi,3,3,2,114,,1998,12,Good,Semi-Furnished,0,0,0,0,0,0,0,6.0,mid,67000
800,For Rent,Apartment,South B,Nairobi,1,1,1,76,,1999,13,New,Unfurnished,0,0,0,0,0,0,0,6.0,mid,80000
801,For Rent,Apartment,South B,Nairobi,1,1,2,59,,2024,5,Excellent,Furnished,0,0,1,0,1,0,0,6.0,mid,64000
802,For Rent,Townhouse,South B,Nairobi,5,4,2,142,,2013,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,6.0,mid,73000
804,For Rent,Apartment,South B,Nairobi,1,1,1,69,,2013,8,Good,Furnished,0,0,1,0,1,0,0,6.0,mid,64000
806,For Rent,Apartment,South B,Nairobi,3,2,1,160,,1999,13,New,Unfurnished,0,0,0,0,1,0,0,6.0,mid,86000
808,For Rent,Townhouse,South B,Nairobi,3,3,2,180,,1998,0,Excellent,Unfurnished,0,0,0,0,1,0,0,6.0,mid,89000
812,For Rent,Bungalow,South B,Nairobi,4,3,3,281,0.194,2002,0,Good,Unfurnished,0,0,0,0,1,1,0,6.0,mid,98000
814,For Rent,Apartment,South B,Nairobi,2,1,1,84,,2000,10,Excellent,Unfurnished,0,0,1,0,1,0,0,6.0,mid,44000
816,For Rent,Apartment,South C,Nairobi,2,1,1,92,,2005,8,Excellent,Unfurnished,0,0,0,0,1,0,0,7.0,mid,35000
818,For Rent,Bungalow,South C,Nairobi,4,3,1,192,0.443,2024,0,Excellent,Unfurnished,0,0,0,0,1,1,0,7.0,mid,75000
820,For Rent,Apartment,South C,Nairobi,1,1,1,42,,1995,4,Excellent,Furnished,0,0,1,0,1,0,0,7.0,mid,50000
821,For Rent,Apartment,South C,Nairobi,3,2,2,85,,2002,13,Excellent,Furnished,0,0,0,0,1,0,0,7.0,mid,93000
822,For Rent,Bungalow,South C,Nairobi,5,4,2,237,0.549,2005,0,New,Semi-Furnished,0,0,1,0,1,1,0,7.0,mid,91000
825,For Rent,Bungalow,South C,Nairobi,4,3,1,191,0.258,2007,0,New,Unfurnished,0,0,1,0,0,1,0,7.0,mid,72000
828,For Rent,Apartment,South C,Nairobi,3,2,2,139,,2024,3,New,Unfurnished,0,0,0,0,1,0,0,7.0,mid,69000
830,For Rent,Apartment,South C,Nairobi,2,1,2,36,,2012,15,New,Semi-Furnished,0,0,0,0,0,0,0,7.0,mid,75000
831,For Rent,Apartment,South C,Nairobi,4,3,1,117,,1996,11,Excellent,Furnished,0,0,1,0,1,0,0,7.0,mid,85000
833,For Rent,Apartment,South C,Nairobi,2,2,1,107,,2010,0,Excellent,Unfurnished,0,0,1,0,1,0,0,7.0,mid,51000
835,For Rent,Townhouse,South C,Nairobi,3,2,1,146,,2024,0,New,Semi-Furnished,0,0,1,0,1,0,0,7.0,mid,89000
836,For Rent,Apartment,South C,Nairobi,1,1,1,52,,2020,6,Excellent,Furnished,0,0,0,0,0,0,0,7.0,mid,69000
838,For Rent,Apartment,South C,Nairobi,2,2,1,97,,2020,6,Excellent,Semi-Furnished,0,0,0,0,1,0,0,7.0,mid,65000
840,For Rent,Apartment,South C,Nairobi,4,3,1,199,,2023,8,Fair,Unfurnished,0,0,1,0,1,0,0,7.0,mid,76000
842,For Rent,Bungalow,South C,Nairobi,4,3,2,141,0.29,1992,0,New,Furnished,0,0,0,0,1,1,0,7.0,mid,40000
845,For Rent,Apartment,South C,Nairobi,1,1,2,30,,1993,0,Good,Unfurnished,0,0,0,0,1,0,0,7.0,mid,63000
848,For Rent,Apartment,South C,Nairobi,3,2,1,158,,2005,2,New,Unfurnished,0,0,1,0,1,0,0,7.0,mid,51000
849,For Rent,Bungalow,South C,Nairobi,4,3,3,205,1.486,1991,0,Excellent,Furnished,0,0,1,0,1,1,0,7.0,mid,74000
850,For Rent,Bungalow,South C,Nairobi,3,3,2,89,0.972,2013,0,New,Furnished,0,0,1,0,1,1,0,7.0,mid,91000
852,For Rent,Apartment,Syokimau,Nairobi,2,1,2,119,,2004,10,New,Unfurnished,0,0,1,0,1,0,0,22.0,mid,44000
853,For Rent,Townhouse,Syokimau,Nairobi,4,3,2,168,,1991,0,New,Furnished,0,0,0,0,0,0,0,22.0,mid,100000
855,For Rent,Apartment,Syokimau,Nairobi,4,3,2,199,,2015,9,Excellent,Unfurnished,0,0,1,0,0,0,0,22.0,mid,49000
856,For Rent,Bungalow,Syokimau,Nairobi,3,2,2,149,0.187,2001,0,Excellent,Semi-Furnished,0,0,0,0,0,1,0,22.0,mid,74000
857,For Rent,Townhouse,Syokimau,Nairobi,4,4,2,208,,2016,0,Excellent,Semi-Furnished,0,0,0,0,1,0,0,22.0,mid,71000
863,For Rent,Bungalow,Syokimau,Nairobi,3,2,2,102,0.27,2009,0,New,Unfurnished,0,0,1,0,1,1,0,22.0,mid,32000
864,For Rent,Townhouse,Syokimau,Nairobi,4,4,2,144,,2024,0,Excellent,Unfurnished,0,0,0,0,1,0,0,22.0,mid,39000
868,For Rent,Townhouse,Syokimau,Nairobi,4,3,2,178,,2002,0,Excellent,Furnished,0,0,1,0,1,0,0,22.0,mid,91000
870,For Rent,Bungalow,Syokimau,Nairobi,5,5,2,252,0.267,2012,0,Fair,Furnished,0,0,0,0,1,1,0,22.0,mid,97000
871,For Rent,Bungalow,Syokimau,Nairobi,5,5,1,328,0.247,2000,0,Good,Semi-Furnished,0,0,0,0,1,1,0,22.0,mid,75000
872,For Rent,Apartment,Syokimau,Nairobi,3,3,1,114,,1991,13,New,Furnished,0,0,0,0,0,0,0,22.0,mid,63000
873,For Rent,Bungalow,Syokimau,Nairobi,3,2,2,89,0.044,2009,0,Excellent,Unfurnished,0,0,1,0,1,1,0,22.0,mid,75000
874,For Rent,Apartment,Syokimau,Nairobi,1,1,1,43,,1998,11,Good,Furnished,0,0,1,0,1,0,0,22.0,mid,41000
876,For Rent,Townhouse,Syokimau,Nairobi,5,4,2,336,,2018,0,New,Furnished,0,0,1,0,1,0,0,22.0,mid,67000
877,For Rent,Apartment,Syokimau,Nairobi,3,2,2,185,,1993,8,Excellent,Semi-Furnished,0,0,1,0,1,0,0,22.0,mid,43000
880,For Rent,Apartment,Syokimau,Nairobi,4,3,1,212,,2001,3,Excellent,Furnished,0,0,1,0,1,0,0,22.0,mid,64000
881,For Rent,Bungalow,Syokimau,Nairobi,4,3,3,90,1.006,2015,0,Excellent,Semi-Furnished,0,0,1,0,1,1,0,22.0,mid,63000
882,For Rent,Apartment,Syokimau,Nairobi,1,1,1,70,,2004,15,Excellent,Furnished,0,0,1,0,1,0,0,22.0,mid,58000
885,For Rent,Apartment,Syokimau,Nairobi,2,1,1,69,,1993,4,New,Semi-Furnished,0,0,0,0,1,0,0,22.0,mid,52000
886,For Rent,Bungalow,Syokimau,Nairobi,5,5,3,189,0.25,1999,0,New,Unfurnished,0,0,1,0,1,1,0,22.0,mid,45000
888,For Rent,Apartment,Syokimau,Nairobi,3,2,2,159,,2022,1,New,Unfurnished,0,0,0,0,1,0,0,22.0,mid,52000
889,For Rent,Apartment,Syokimau,Nairobi,4,4,0,135,,1999,12,Excellent,Semi-Furnished,0,0,1,0,1,0,0,22.0,mid,115000
890,For Rent,Bungalow,Syokimau,Nairobi,3,2,2,164,0.438,2010,0,Excellent,Unfurnished,0,0,1,0,1,1,0,22.0,mid,63000
899,For Rent,Apartment,Thika Road,Nairobi,3,2,1,132,,2002,13,New,Semi-Furnished,0,0,0,0,1,0,0,12.0,affordable,29000
900,For Rent,Apartment,Thika Road,Nairobi,2,2,1,102,,1991,5,Fair,Furnished,0,0,1,0,1,0,0,12.0,affordable,33000
901,For Rent,Apartment,Thika Road,Nairobi,1,1,1,81,,2009,15,Excellent,Unfurnished,0,0,0,0,1,0,0,12.0,affordable,27000
902,For Rent,Studio,Thika Road,Nairobi,0,1,1,32,,1995,8,New,Unfurnished,0,0,0,0,1,0,0,12.0,affordable,43000
905,For Rent,Studio,Thika Road,Nairobi,0,1,0,20,,1990,12,Excellent,Unfurnished,0,0,0,0,1,0,0,12.0,affordable,23000
906,For Rent,Bungalow,Thika Road,Nairobi,3,3,2,93,1.046,2023,0,New,Furnished,0,0,0,0,1,1,0,12.0,affordable,44000
907,For Rent,Studio,Thika Road,Nairobi,0,1,2,38,,2011,15,New,Semi-Furnished,0,0,0,0,1,0,0,12.0,affordable,34000
908,For Rent,Apartment,Thika Road,Nairobi,1,1,2,68,,2002,10,Excellent,Furnished,0,0,0,0,1,0,0,12.0,affordable,40000
910,For Rent,Studio,Thika Road,Nairobi,0,1,2,24,,2011,3,Good,Unfurnished,0,0,0,0,1,0,0,12.0,affordable,31000
911,For Rent,Apartment,Thika Road,Nairobi,3,3,0,82,,2008,14,New,Furnished,0,0,1,0,1,0,0,12.0,affordable,41000
913,For Rent,Apartment,Thika Road,Nairobi,3,2,1,155,,1996,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,12.0,affordable,51000
914,For Rent,Apartment,Thika Road,Nairobi,3,3,2,163,,1997,1,New,Furnished,0,0,1,0,1,0,0,12.0,affordable,23000
915,For Rent,Apartment,Thika Road,Nairobi,3,2,1,105,,2014,7,New,Unfurnished,0,0,0,0,0,0,0,12.0,affordable,39000
916,For Rent,Bungalow,Thika Road,Nairobi,3,2,2,72,0.121,2004,0,New,Semi-Furnished,0,0,1,0,1,1,0,12.0,affordable,41000
919,For Rent,Apartment,Thika Road,Nairobi,3,2,0,132,,2021,9,New,Unfurnished,0,0,0,0,1,0,0,12.0,affordable,42000
920,For Rent,Apartment,Thika Road,Nairobi,2,2,2,54,,1990,0,Excellent,Furnished,0,0,1,0,1,0,0,12.0,affordable,47000
922,For Rent,Apartment,Thika Road,Nairobi,2,1,2,86,,2005,15,Good,Unfurnished,0,0,0,0,0,0,0,12.0,affordable,36000
924,For Rent,Apartment,Thika Road,Nairobi,4,3,2,186,,1994,12,New,Furnished,0,0,1,0,1,0,0,12.0,affordable,50000
925,For Rent,Bungalow,Thika Road,Nairobi,3,2,2,114,1.043,2017,0,New,Unfurnished,0,0,0,0,1,1,0,12.0,affordable,48000
926,For Rent,Apartment,Thika Road,Nairobi,3,2,0,130,,1992,6,Good,Furnished,0,0,0,0,1,0,0,12.0,affordable,63000
927,For Rent,Apartment,Thika Road,Nairobi,2,1,1,89,,2003,0,Excellent,Semi-Furnished,0,0,1,0,0,0,0,12.0,affordable,39000
929,For Rent,Bungalow,Thika Road,Nairobi,4,4,3,176,1.458,1997,0,Good,Furnished,0,0,0,0,1,1,0,12.0,affordable,77000
930,For Rent,Apartment,Thika Road,Nairobi,2,2,2,111,,2008,5,New,Semi-Furnished,0,0,1,0,1,0,0,12.0,affordable,39000
931,For Rent,Apartment,Thika Road,Nairobi,2,1,2,145,,2013,3,Excellent,Unfurnished,0,0,1,0,1,0,0,12.0,affordable,33000
933,For Rent,Apartment,Thika Road,Nairobi,3,2,2,120,,2008,5,Good,Unfurnished,0,0,1,0,1,0,0,12.0,affordable,38000
934,For Rent,Apartment,Thika Road,Nairobi,2,2,2,121,,2010,8,Excellent,Unfurnished,0,0,1,0,1,0,0,12.0,affordable,31000
935,For Rent,Studio,Thika Road,Nairobi,0,1,0,35,,2003,10,Excellent,Semi-Furnished,0,0,0,0,1,0,0,12.0,affordable,47000
937,For Rent,Bungalow,Thika Road,Nairobi,3,3,2,148,0.555,2011,0,Good,Furnished,0,0,0,0,0,1,0,12.0,affordable,69000
938,For Rent,Studio,Thika Road,Nairobi,0,1,2,20,,1996,12,Excellent,Unfurnished,0,0,1,0,1,0,0,12.0,affordable,32000
941,For Rent,Apartment,Umoja,Nairobi,2,1,1,79,,2018,14,Excellent,Semi-Furnished,0,0,0,0,1,0,0,8.4,affordable,22000
942,For Rent,Apartment,Umoja,Nairobi,1,1,0,57,,2010,11,Excellent,Furnished,0,0,1,0,0,0,0,8.4,affordable,35000
943,For Rent,Studio,Umoja,Nairobi,0,1,1,42,,2023,7,New,Furnished,0,0,1,0,1,0,0,8.4,affordable,32000
944,For Rent,Apartment,Umoja,Nairobi,1,1,1,76,,2017,2,New,Semi-Furnished,0,0,0,0,0,0,0,8.4,affordable,35000
945,For Rent,Apartment,Umoja,Nairobi,4,4,1,240,,2009,6,Good,Furnished,0,0,0,0,1,0,0,8.4,affordable,43000
946,For Rent,Apartment,Umoja,Nairobi,3,2,0,154,,2000,10,New,Unfurnished,0,0,1,0,1,0,0,8.4,affordable,29000
948,For Rent,Apartment,Umoja,Nairobi,2,1,1,134,,1995,5,Excellent,Unfurnished,0,0,1,0,1,0,0,8.4,affordable,45000
954,For Rent,Studio,Umoja,Nairobi,0,1,2,35,,2009,13,Excellent,Unfurnished,0,0,0,0,0,0,0,8.4,affordable,28000
955,For Rent,Apartment,Umoja,Nairobi,3,3,1,148,,2001,13,Good,Unfurnished,0,0,0,0,0,0,0,8.4,affordable,37000
959,For Rent,Bungalow,Umoja,Nairobi,4,3,2,164,0.451,2009,0,New,Furnished,0,0,1,0,0,1,0,8.4,affordable,59000
964,For Rent,Apartment,Umoja,Nairobi,2,2,2,104,,1999,10,Excellent,Semi-Furnished,0,0,0,0,1,0,0,8.4,affordable,36000
968,For Rent,Apartment,Umoja,Nairobi,2,1,2,115,,2017,12,New,Semi-Furnished,0,0,0,0,1,0,0,8.4,affordable,27000
970,For Rent,Apartment,Westlands,Nairobi,2,1,2,94,,1996,12,Fair,Unfurnished,0,0,1,1,1,0,0,6.0,upper_mid,126000
971,For Rent,Apartment,Westlands,Nairobi,2,1,1,90,,2009,12,Good,Furnished,1,0,0,1,1,0,1,6.0,upper_mid,90000
972,For Rent,Apartment,Westlands,Nairobi,2,1,1,90,,2003,6,Excellent,Unfurnished,0,0,0,0,1,0,1,6.0,upper_mid,57000
973,For Rent,Apartment,Westlands,Nairobi,3,2,2,76,,2010,5,Good,Unfurnished,1,1,1,1,1,0,0,6.0,upper_mid,70000
974,For Rent,Apartment,Westlands,Nairobi,2,1,0,114,,2001,4,Fair,Furnished,0,1,0,0,1,0,1,6.0,upper_mid,90000
977,For Rent,Maisonette,Westlands,Nairobi,5,4,2,196,0.501,2008,0,Excellent,Unfurnished,0,0,1,0,1,1,0,6.0,upper_mid,127000
979,For Rent,Maisonette,Westlands,Nairobi,5,4,3,311,0.091,2004,0,Excellent,Unfurnished,1,1,0,1,1,1,0,6.0,upper_mid,168000
980,For Rent,Maisonette,Westlands,Nairobi,4,3,3,146,0.249,2021,0,New,Furnished,1,1,0,1,0,1,1,6.0,upper_mid,199000
983,For Rent,Apartment,Westlands,Nairobi,2,2,2,103,,2017,9,Excellent,Unfurnished,0,0,1,0,1,0,1,6.0,upper_mid,80000
984,For Rent,Apartment,Westlands,Nairobi,2,1,0,101,,2023,1,Good,Unfurnished,0,0,0,1,1,0,0,6.0,upper_mid,87000
985,For Rent,Maisonette,Westlands,Nairobi,4,3,2,146,0.182,2019,0,Excellent,Unfurnished,1,0,1,0,0,1,0,6.0,upper_mid,106000
986,For Rent,Apartment,Westlands,Nairobi,2,1,1,141,,2018,5,New,Semi-Furnished,1,0,1,1,1,0,0,6.0,upper_mid,141000
988,For Rent,Townhouse,Westlands,Nairobi,3,3,2,113,,2021,0,New,Unfurnished,0,0,1,0,1,0,1,6.0,upper_mid,122000
993,For Rent,Maisonette,Westlands,Nairobi,3,2,2,167,1.081,2014,0,Excellent,Semi-Furnished,0,1,1,1,1,1,1,6.0,upper_mid,145000
994,For Rent,Apartment,Westlands,Nairobi,3,2,0,173,,2018,8,Good,Semi-Furnished,0,0,0,1,0,0,1,6.0,upper_mid,135000
995,For Rent,Apartment,Westlands,Nairobi,2,1,1,104,,2005,1,Good,Furnished,0,0,0,1,0,0,1,6.0,upper_mid,130000
997,For Rent,Maisonette,Westlands,Nairobi,5,4,1,249,0.993,2008,0,Good,Furnished,1,0,0,0,1,1,1,6.0,upper_mid,154000
999,For Rent,Apartment,Westlands,Nairobi,1,1,1,61,,2013,7,Excellent,Unfurnished,1,1,0,0,1,0,1,6.0,upper_mid,111000
1001,For Rent,Apartment,Westlands,Nairobi,1,1,2,61,,2007,0,Excellent,Unfurnished,1,1,0,1,0,0,1,6.0,upper_mid,69000
1002,For Rent,Apartment,Westlands,Nairobi,3,3,1,165,,2004,10,Good,Semi-Furnished,0,0,0,1,1,0,1,6.0,upper_mid,100000
1003,For Rent,Apartment,Westlands,Nairobi,4,3,0,131,,2005,4,Excellent,Semi-Furnished,1,0,0,1,1,0,1,6.0,upper_mid,145000
1004,For Rent,Townhouse,Westlands,Nairobi,3,2,1,124,,2020,0,New,Unfurnished,1,0,1,1,1,0,1,6.0,upper_mid,122000
1005,For Rent,Maisonette,Westlands,Nairobi,5,4,3,228,0.198,2021,0,New,Unfurnished,1,1,1,0,1,1,0,6.0,upper_mid,138000
1007,For Rent,Apartment,Westlands,Nairobi,3,2,2,128,,1999,12,Fair,Unfurnished,0,0,1,0,1,0,1,6.0,upper_mid,78000
1009,For Rent,Studio,Juja,Kiambu,0,1,0,12,,2020,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,36.0,affordable,9500
1010,For Rent,Single Room,Juja,Kiambu,0,1,0,28,,2015,0,Good,Unfurnished,0,0,1,0,1,0,0,36.0,affordable,7500
1011,For Rent,Bedsitter,Juja,Kiambu,0,1,0,18,,2014,4,New,Semi-Furnished,0,0,0,0,1,0,0,36.0,affordable,7500
1012,For Rent,Bedsitter,Juja,Kiambu,0,1,0,15,,2007,3,Good,Unfurnished,0,0,1,0,1,0,0,36.0,affordable,5000
1013,For Rent,Bedsitter,Juja,Kiambu,0,1,0,25,,2020,4,Good,Semi-Furnished,0,0,0,0,1,0,0,36.0,affordable,9000
1014,For Rent,Bedsitter,Juja,Kiambu,0,1,0,21,,2018,2,Fair,Furnished,0,0,1,0,0,0,0,36.0,affordable,8500
1015,For Rent,Bedsitter,Juja,Kiambu,0,1,0,27,,2023,4,Excellent,Furnished,0,0,0,0,1,0,0,36.0,affordable,9000
1016,For Rent,Single Room,Juja,Kiambu,0,1,0,19,,2008,4,Excellent,Unfurnished,0,0,1,0,1,0,0,36.0,affordable,6000
1017,For Rent,Studio,Juja,Kiambu,0,1,0,24,,2003,2,Excellent,Furnished,0,0,1,0,0,0,0,36.0,affordable,9500
1018,For Rent,Bedsitter,Juja,Kiambu,0,1,0,25,,2017,0,New,Furnished,0,0,1,0,1,0,0,36.0,affordable,5500
1019,For Rent,Single Room,Juja,Kiambu,0,1,0,19,,2000,2,New,Semi-Furnished,0,0,1,0,1,0,0,36.0,affordable,8500
1020,For Rent,Single Room,Juja,Kiambu,0,1,0,15,,2000,2,Excellent,Unfurnished,0,0,1,0,1,0,0,36.0,affordable,8000
1021,For Rent,Bedsitter,Juja,Kiambu,0,1,0,27,,2020,4,Good,Furnished,0,0,0,0,0,0,0,36.0,affordable,5000
1022,For Rent,Single Room,Juja,Kiambu,0,1,0,23,,2019,0,Excellent,Semi-Furnished,0,0,0,0,1,0,0,36.0,affordable,7000
1023,For Rent,Single Room,Juja,Kiambu,0,1,0,18,,2020,1,Excellent,Semi-Furnished,0,0,1,0,1,0,0,36.0,affordable,9500
1024,For Rent,Studio,Juja,Kiambu,0,1,0,20,,2023,2,Excellent,Semi-Furnished,0,0,0,0,1,0,0,36.0,affordable,6000
1025,For Rent,Studio,Juja,Kiambu,0,1,0,28,,2018,2,Good,Unfurnished,0,0,1,0,1,0,0,36.0,affordable,4500
1026,For Rent,Studio,Juja,Kiambu,0,1,0,23,,2004,1,Good,Semi-Furnished,0,0,1,0,1,0,0,36.0,affordable,5000
1027,For Rent,Single Room,Juja,Kiambu,0,1,0,18,,2007,1,Excellent,Furnished,0,0,1,0,0,0,0,36.0,affordable,9500
1028,For Rent,Bedsitter,Juja,Kiambu,0,1,0,28,,2015,2,Good,Unfurnished,0,0,1,0,1,0,0,36.0,affordable,9500
1029,For Rent,Studio,Juja,Kiambu,0,1,0,15,,2012,4,New,Unfurnished,0,0,0,0,1,0,0,36.0,affordable,9500
1030,For Rent,Bedsitter,Juja,Kiambu,0,1,0,16,,2005,3,Excellent,Furnished,0,0,1,0,1,0,0,36.0,affordable,5500
1031,For Rent,Single Room,Juja,Kiambu,0,1,0,13,,2016,1,Good,Semi-Furnished,0,0,0,0,1,0,0,36.0,affordable,9500
1032,For Rent,Single Room,Juja,Kiambu,0,1,0,14,,2001,3,Excellent,Unfurnished,0,0,1,0,0,0,0,36.0,affordable,4500
1033,For Rent,Bedsitter,Juja,Kiambu,0,1,0,17,,2001,1,New,Semi-Furnished,0,0,0,0,1,0,0,36.0,affordable,8000
1034,For Rent,Studio,Juja,Kiambu,0,1,0,13,,2008,0,Good,Furnished,0,0,0,0,1,0,0,36.0,affordable,7000
1035,For Rent,Single Room,Juja,Kiambu,0,1,0,12,,2017,3,Good,Semi-Furnished,0,0,0,0,1,0,0,36.0,affordable,6500
1036,For Rent,Single Room,Juja,Kiambu,0,1,0,21,,2022,2,Excellent,Semi-Furnished,0,0,0,0,1,0,0,36.0,affordable,9500
1037,For Rent,Studio,Juja,Kiambu,0,1,0,21,,2002,2,Excellent,Unfurnished,0,0,1,0,0,0,0,36.0,affordable,7500
